,Unnamed: 0.1,Unnamed: 0,text,translated,tweetcreatedts,tweetid,week,cleaned_text_translated,cleaned_text,lemmas,adjs_verbs,nouns,entities,emojis,translated_lemmas,translated_adjs_verbs,translated_nouns,translated_entities,translated_emojis,lang,topics,Unnamed: 21,topics_robin
31051,31051,3051,"Allies do not and will never recognize Russia’s illegal and illegitimate annexation of Crimea.  Sham referenda in the Donetsk, Luhansk, Zaporizhzhia, and Kherson regions of Ukraine have no legitimacy and will be a blatant violation of the UN Charter #StandWithUkraine https://t.co/sRWpPDm3vn","Allies do not and will never recognize Russia’s illegal and illegitimate annexation of Crimea.  Sham referenda in the Donetsk, Luhansk, Zaporizhzhia, and Kherson regions of Ukraine have no legitimacy and will be a blatant violation of the UN Charter #StandWithUkraine https://t.co/sRWpPDm3vn",2022-09-24 20:46:01,1573775787416867072,2022-38,"allies do not and will never recognize russia's illegal and illegitimate annexation of crimea. sham referenda in the donetsk, luhansk, zaporizhzhia, and kherson regions of ukraine have no legitimacy and will be a blatant violation of the un charter  standwithukraine","allies do not and will never recognize russia's illegal and illegitimate annexation of crimea. sham referenda in the donetsk, luhansk, zaporizhzhia, and kherson regions of ukraine have no legitimacy and will be a blatant violation of the un charter  standwithukraine","['ally', 'do', 'never', 'recognize', 'russia', 'illegal', 'illegitimate', 'annexation', 'of', 'crimea', 'sham', 'referenda', 'in', 'donetsk', 'luhansk', 'zaporizhzhia', 'kherson', 'region', 'of', 'ukraine', 'have', 'legitimacy', 'blatant', 'violation', 'of', 'un', 'charter', 'standwithukraine']","['do', 'recognize', 'illegal', 'illegitimate', 'luhansk', 'have', 'blatant']","['ally', 'russia', 'annexation', 'crimea', 'sham', 'referenda', 'donetsk', 'zaporizhzhia', 'kherson', 'region', 'ukraine', 'legitimacy', 'violation', 'un', 'charter', 'standwithukraine']","['russia/GPE', 'crimea/ORG', 'sham_referenda/PERSON', 'zaporizhzhia/PERSON', 'kherson/PERSON', 'un/ORG']",[''],"['ally', 'do', 'never', 'recognize', 'russia', 'illegal', 'illegitimate', 'annexation', 'of', 'crimea', 'sham', 'referenda', 'in', 'donetsk', 'luhansk', 'zaporizhzhia', 'kherson', 'region', 'of', 'ukraine', 'have', 'legitimacy', 'blatant', 'violation', 'of', 'un', 'charter', 'standwithukraine']","['do', 'recognize', 'illegal', 'illegitimate', 'luhansk', 'have', 'blatant']","['ally', 'russia', 'annexation', 'crimea', 'sham', 'referenda', 'donetsk', 'zaporizhzhia', 'kherson', 'region', 'ukraine', 'legitimacy', 'violation', 'un', 'charter', 'standwithukraine']","['russia/GPE', 'crimea/ORG', 'sham_referenda/PERSON', 'zaporizhzhia/PERSON', 'kherson/PERSON', 'un/ORG']",[''],en,unjustified_war,,
31062,31062,3062,"@Slava_myself @GJStathakis I hope you are wrong.

However we all know what it needs are #Abrams, #Leopard2, #Challenger2 and/or #Leclerc battletanks to really make a difference.

We could send those in such numbers, that they would overwhelm the #Russian Army for sure.","@Slava_myself @GJStathakis I hope you are wrong.

However we all know what it needs are #Abrams, #Leopard2, #Challenger2 and/or #Leclerc battletanks to really make a difference.

We could send those in such numbers, that they would overwhelm the #Russian Army for sure.",2022-09-20 17:23:02,1572275151240044032,2022-38,"i hope you are wrong. however we all know what it needs are  abrams,  leopard2,  challenger2 and/or  leclerc battletanks to really make a difference. we could send those in such numbers, that they would overwhelm the  russian army for sure.","i hope you are wrong. however we all know what it needs are  abrams,  leopard2,  challenger2 and/or  leclerc battletanks to really make a difference. we could send those in such numbers, that they would overwhelm the  russian army for sure.","['I', 'hope', 'you', 'wrong', 'however', 'we', 'all', 'know', 'what', 'it', 'need', 'abrams', 'leopard2', 'challenger2', 'leclerc', 'battletank', 'really', 'make', 'difference', 'we', 'send', 'those', 'in', 'such', 'number', 'they', 'overwhelm', 'russian', 'army', 'for', 'sure']","['hope', 'wrong', 'know', 'need', 'battletank', 'make', 'send', 'such', 'overwhelm', 'russian', 'sure']","['abrams', 'leopard2', 'challenger2', 'leclerc', 'difference', 'number', 'army']",['russian/NORP'],[''],"['I', 'hope', 'you', 'wrong', 'however', 'we', 'all', 'know', 'what', 'it', 'need', 'abrams', 'leopard2', 'challenger2', 'leclerc', 'battletank', 'really', 'make', 'difference', 'we', 'send', 'those', 'in', 'such', 'number', 'they', 'overwhelm', 'russian', 'army', 'for', 'sure']","['hope', 'wrong', 'know', 'need', 'battletank', 'make', 'send', 'such', 'overwhelm', 'russian', 'sure']","['abrams', 'leopard2', 'challenger2', 'leclerc', 'difference', 'number', 'army']",['russian/NORP'],[''],en,arms_delivery,,
31135,31135,3135,"20 reportedly killed as Russian forces shelled civilian convoy in Kupiansky district, Kharkiv Oblast #russia #ukraine #war https://t.co/u3amoL7nCc https://t.co/vTy09Fjx1f","20 reportedly killed as Russian forces shelled civilian convoy in Kupiansky district, Kharkiv Oblast #russia #ukraine #war https://t.co/u3amoL7nCc https://t.co/vTy09Fjx1f",2022-10-01 11:33:50,1576173538461028096,2022-39,"20 reportedly killed as russian forces shelled civilian convoy in kupiansky district, kharkiv oblast  russia  ukraine  war","20 reportedly killed as russian forces shelled civilian convoy in kupiansky district, kharkiv oblast  russia  ukraine  war","['reportedly', 'kill', 'russian', 'force', 'shell', 'civilian', 'convoy', 'in', 'kupiansky', 'district', 'kharkiv', 'oblast', 'russia', 'ukraine', 'war']","['kill', 'russian', 'shell', 'civilian']","['force', 'convoy', 'kupiansky', 'district', 'kharkiv', 'oblast', 'russia', 'ukraine', 'war']","['20/CARDINAL', 'russian/NORP', 'kupiansky_district/GPE', 'russia/GPE']",[''],"['reportedly', 'kill', 'russian', 'force', 'shell', 'civilian', 'convoy', 'in', 'kupiansky', 'district', 'kharkiv', 'oblast', 'russia', 'ukraine', 'war']","['kill', 'russian', 'shell', 'civilian']","['force', 'convoy', 'kupiansky', 'district', 'kharkiv', 'oblast', 'russia', 'ukraine', 'war']","['20/CARDINAL', 'russian/NORP', 'kupiansky_district/GPE', 'russia/GPE']",[''],en,people_killed,,
32620,32620,4620,".@visegrad24:
#PolishPres. #Duda in #Lviv today:“A major military modernization program is underway in #Poland. The equipment we are replacing will be sent to #Ukraine”.It means Ukraine can count on hundreds of pieces of Polish tanks,IFVs &amp; MLRS over time(PT-91/T-72/BMP/Grad)🇵🇱🇺🇦 https://t.co/FuE4tOLxzN",".@visegrad24:
#PolishPres. #Duda in #Lviv today:“A major military modernization program is underway in #Poland. The equipment we are replacing will be sent to #Ukraine”.It means Ukraine can count on hundreds of pieces of Polish tanks,IFVs &amp; MLRS over time(PT-91/T-72/BMP/Grad)🇵🇱🇺🇦 https://t.co/FuE4tOLxzN",2023-01-11 19:28:03,1613256442240438016,2023-02,".  polishpres.  duda in  lviv today:""a major military modernization program is underway in  poland. the equipment we are replacing will be sent to  ukraine"".it means ukraine can count on hundreds of pieces of polish tanks,ifvs mlrs over time(pt-91/t-72/bmp/grad)🇵🇱🇺🇦",".  polishpres.  duda in  lviv today:""a major military modernization program is underway in  poland. the equipment we are replacing will be sent to  ukraine"".it means ukraine can count on hundreds of pieces of polish tanks,ifvs mlrs over time(pt-91/t-72/bmp/grad)🇵🇱🇺🇦","['polishpre', 'duda', 'in', 'lviv', 'today:""a', 'major', 'military', 'modernization', 'program', 'underway', 'in', 'poland', 'equipment', 'we', 'replace', 'send', 'to', 'ukraine"".it', 'mean', 'ukraine', 'count', 'on', 'hundred', 'of', 'piece', 'of', 'polish', 'tank', 'mlrs', 'over', 'time(pt-91', 't-72', 'bmp', 'grad']","['major', 'military', 'underway', 'replace', 'send', 'mean', 'count', 'polish']","['polishpre', 'duda', 'lviv', 'today:""a', 'modernization', 'program', 'poland', 'equipment', 'ukraine', 'hundred', 'piece', 'tank', 'mlrs', 'time(pt-91', 't-72', 'bmp', 'grad']","['poland/GPE', 'hundreds/CARDINAL', 'polish/NORP']","['🇵🇱', '🇺🇦']","['polishpre', 'duda', 'in', 'lviv', 'today:""a', 'major', 'military', 'modernization', 'program', 'underway', 'in', 'poland', 'equipment', 'we', 'replace', 'send', 'to', 'ukraine"".it', 'mean', 'ukraine', 'count', 'on', 'hundred', 'of', 'piece', 'of', 'polish', 'tank', 'mlrs', 'over', 'time(pt-91', 't-72', 'bmp', 'grad']","['major', 'military', 'underway', 'replace', 'send', 'mean', 'count', 'polish']","['polishpre', 'duda', 'lviv', 'today:""a', 'modernization', 'program', 'poland', 'equipment', 'ukraine', 'hundred', 'piece', 'tank', 'mlrs', 'time(pt-91', 't-72', 'bmp', 'grad']","['poland/GPE', 'hundreds/CARDINAL', 'polish/NORP']","['🇵🇱', '🇺🇦']",en,arms_delivery,,
35061,35061,61,"#Europa #UE #Ucraina #Russia
L'Unione Europea è pronta a vietare a Sputnik, un canale di informazione del governo russo, di operare sul suo territorio.

@ultimora_pol","#Europe #EU #Ukraine #Russia
The European Union is set to ban Sputnik, a Russian government information channel, from operating on its territory.

@ultimora_pol",2022-02-27 16:38:49,1497974511353975040,2022-08,"europe  eu  ukraine  russia the european union is set to ban sputnik, a russian government information channel, from operating on its territory.","europa  ue  ucraina  russia l'unione europea è pronta a vietare a sputnik, un canale di informazione del governo russo, di operare sul suo territorio.","['Europa', 'Ue', 'ucraino', 'Russia', 'Unione', 'Europea', 'pronto', 'a', 'vietare', 'a', 'sputnik', 'canale', 'di', 'informazione', 'diil', 'governo', 'russo', 'di', 'operare', 'suil', 'territorio']","['ucraino', 'Russia', 'pronto', 'vietare', 'russo', 'operare']","['Europa', 'Ue', 'Unione', 'Europea', 'sputnik', 'canale', 'informazione', 'governo', 'territorio']","['europa/LOC', 'russia/LOC', 'unione_europea/ORG']",[''],"['europe', 'eu', 'ukraine', 'russia', 'european', 'union', 'set', 'ban', 'sputnik', 'russian', 'government', 'information', 'channel', 'from', 'operate', 'on', 'its', 'territory']","['set', 'ban', 'russian', 'operate']","['europe', 'eu', 'ukraine', 'russia', 'european', 'union', 'sputnik', 'government', 'information', 'channel', 'territory']","['europe/LOC', 'eu/GPE', 'ukraine/GPE', 'russia/GPE', 'russian/NORP']",[''],it,sanctions,,
35088,35088,88,"L’invio di armi da parte di paesi #Nato all’#Ucraina è un atto di guerra contro la #Russia.
Speriamo solo che #Putin non ci faccia caso.","The sending of weapons by #NATO countries to #Ukraine is an act of war against #Russia.
Let's just hope #Putin doesn't pay attention to it.",2022-02-26 19:52:20.000000,1497660826051878912,2022-08,the sending of weapons by  nato countries to  ukraine is an act of war against  russia. let's just hope  putin doesn't pay attention to it.,l'invio di armi da parte di paesi  nato all' ucraina è un atto di guerra contro la  russia. speriamo solo che  putin non ci faccia caso.,"['invio', 'di', 'arma', 'da', 'parte', 'di', 'paese', 'nascere', 'all', 'Ucraina', 'atto', 'di', 'guerra', 'contro', 'Russia', 'sperare', 'solo', 'Putin', 'non', 'ci', 'fare', 'caso']","['nascere', 'sperare', 'fare']","['invio', 'arma', 'parte', 'paese', 'Ucraina', 'atto', 'guerra', 'Russia', 'Putin', 'caso']","['ucraina/LOC', 'russia/LOC', 'putin/PER']",[''],"['sending', 'of', 'weapon', 'by', 'nato', 'country', 'ukraine', 'act', 'of', 'war', 'against', 'russia', 'let', 'us', 'just', 'hope', 'putin', 'pay', 'attention', 'to', 'it']","['let', 'hope', 'pay']","['sending', 'weapon', 'nato', 'country', 'ukraine', 'act', 'war', 'russia', 'putin', 'attention']","['russia/GPE', 'putin/PERSON']",[''],it,arms_delivery,,
35097,35097,97,ATTENZIONE: Germania e Italia stanno ricevendo pressioni immani per fare disconnettere la #Russia dal circuito di transazioni #Swift. Ovvio: sono i Paesi che hanno più rapporti con Mosca e che la prenderebbero in quel posto. https://t.co/EmDR4IRGYb,ATTENTION: Germany and Italy are receiving immense pressure to disconnect #Russia from the #Swift transaction circuit. Obviously: they are the countries that have the most relations with Moscow and that would take it there. https://t.co/EmDR4IRGYb,2022-02-24 18:22:52.000000,1496913534290206976,2022-08,attention: germany and italy are receiving immense pressure to disconnect  russia from the  swift transaction circuit. obviously: they are the countries that have the most relations with moscow and that would take it there.,attenzione: germania e italia stanno ricevendo pressioni immani per fare disconnettere la  russia dal circuito di transazioni  swift. ovvio: sono i paesi che hanno più rapporti con mosca e che la prenderebbero in quel posto.,"['attenzione', 'Germania', 'Italia', 'ricevere', 'pressione', 'immane', 'per', 'fare', 'disconnettere', 'russia', 'dail', 'circuito', 'di', 'transazione', 'swift', 'ovvio', 'paese', 'che', 'avere', 'più', 'rapporto', 'con', 'mosca', 'che', 'la', 'prenderebberore', 'in', 'posto']","['ricevere', 'immane', 'fare', 'disconnettere', 'ovvio', 'avere', 'prenderebberore']","['attenzione', 'Germania', 'Italia', 'pressione', 'russia', 'circuito', 'transazione', 'swift', 'paese', 'rapporto', 'mosca', 'posto']","['germania/LOC', 'italia/LOC', 'russia/LOC', 'swift/LOC', 'ovvio/LOC', 'mosca/LOC']",[''],"['attention', 'germany', 'italy', 'receive', 'immense', 'pressure', 'disconnect', 'russia', 'from', 'swift', 'transaction', 'circuit', 'obviously', 'they', 'country', 'that', 'have', 'most', 'relation', 'with', 'moscow', 'that', 'take', 'it', 'there']","['receive', 'immense', 'disconnect', 'swift', 'have', 'most', 'take']","['attention', 'germany', 'italy', 'pressure', 'russia', 'transaction', 'circuit', 'country', 'relation', 'moscow']","['germany/GPE', 'italy/GPE', 'russia/GPE', 'moscow/GPE']",[''],it,sanctions,,
35118,35118,118,"Hanno bombardato ospedali, università, case di semplici cittadini, hanno bombardato asili, scuole... Hanno ucciso bambini, donne e uomini...
Solo un infame può fare una cosa simile.

#RussianUkrainianWar #Putin #Ucrania","They bombed hospitals, universities, homes of ordinary citizens, they bombed kindergartens, schools... They killed children, women and men...
Only an infamous person could do something like that.

#RussianUkrainianWar #Putin #Ucrania",2022-03-02 13:23:07,1499012425647108096,2022-09,"they bombed hospitals, universities, homes of ordinary citizens, they bombed kindergartens, schools... they killed children, women and men... only an infamous person could do something like that.  russianukrainianwar  putin  ucrania","hanno bombardato ospedali, università, case di semplici cittadini, hanno bombardato asili, scuole... hanno ucciso bambini, donne e uomini... solo un infame può fare una cosa simile.  russianukrainianwar  putin  ucrania","['bombardare', 'ospedale', 'università', 'casa', 'di', 'semplice', 'cittadino', 'bombardare', 'asile', 'scuola', 'uccidere', 'bambino', 'donna', 'uomo', 'solo', 'infame', 'fare', 'cosa', 'simile', 'russianukrainianwar', 'Putin', 'ucrania']","['bombardare', 'semplice', 'bombardare', 'asile', 'uccidere', 'fare', 'simile', 'russianukrainianwar']","['ospedale', 'università', 'casa', 'cittadino', 'scuola', 'bambino', 'donna', 'uomo', 'infame', 'cosa', 'Putin', 'ucrania']",[''],[''],"['they', 'bomb', 'hospital', 'university', 'home', 'of', 'ordinary', 'citizen', 'they', 'bomb', 'kindergarten', 'school', 'they', 'kill', 'child', 'woman', 'man', 'only', 'infamous', 'person', 'do', 'something', 'like', 'that', 'russianukrainianwar', 'putin', 'ucrania']","['bomb', 'ordinary', 'bomb', 'kill', 'infamous', 'do']","['hospital', 'university', 'home', 'citizen', 'kindergarten', 'school', 'child', 'woman', 'man', 'person', 'russianukrainianwar', 'putin', 'ucrania']",[''],[''],it,people_killed,,
35120,35120,120,"#RussiaUcrania #russia #ucraina #draghi #Italia #UE
Ma le armi inviate chi le paga ? Oltre a noi e ai nostri figli con il rischio della vita....","#RussiaUcrania #russia #ukraine #draghi #Italy #EU
But who pays for the weapons sent? In addition to us and our children with the risk of their lives....",2022-03-02 14:12:24,1499024830619868928,2022-09,russiaucrania  russia  ukraine  draghi  italy  eu but who pays for the weapons sent? in addition to us and our children with the risk of their lives....,russiaucrania  russia  ucraina  draghi  italia  ue ma le armi inviate chi le paga ? oltre a noi e ai nostri figli con il rischio della vita....,"['russiaucrania', 'Russia', 'ucraino', 'drago', 'Italia', 'Ue', 'arma', 'inviato', 'chi', 'le', 'pagare', 'oltre', 'a', 'noi', 'ail', 'figlio', 'con', 'rischio', 'diil', 'vita']","['ucraino', 'inviato', 'pagare']","['Russia', 'drago', 'Italia', 'Ue', 'arma', 'figlio', 'rischio', 'vita']","['russia/LOC', 'italia/LOC', 'ue/ORG']",[''],"['russiaucrania', 'russia', 'ukraine', 'draghi', 'italy', 'eu', 'who', 'pay', 'for', 'weapon', 'send', 'in', 'addition', 'to', 'we', 'our', 'child', 'with', 'risk', 'of', 'their', 'life']","['pay', 'send']","['russiaucrania', 'russia', 'ukraine', 'draghi', 'italy', 'eu', 'weapon', 'addition', 'child', 'risk', 'life']","['russia/GPE', 'ukraine/GPE', 'italy/GPE']",[''],it,arms_delivery,,
35149,35149,149,"#Unità  #Crisi  #Internazionale ; 5 morti dopo l'attacco aereo della sede televisiva #Ucraina .In aumento le denunce di violenza da parte di studenti  e donne.
#NoallaGuerra #SiallaVita 
 #RussiaUkraineConflict  #RussiaUkraineWar  #negoziati .","#Unity #Crisis #International ; 5 dead after the air attack on the #Ukraine television headquarters. Reports of violence from students and women are increasing.
#NoallaGuerra #SiallaVita
 #RussiaUkraineConflict #RussiaUkraineWar #negotiations.",2022-03-01 17:29:55,1498712148809241088,2022-09,unity  crisis  international ; 5 dead after the air attack on the  ukraine television headquarters. reports of violence from students and women are increasing.  noallaguerra  siallavita  russiaukraineconflict  russiaukrainewar  negotiations.,unità  crisi  internazionale ; 5 morti dopo l'attacco aereo della sede televisiva  ucraina .in aumento le denunce di violenza da parte di studenti e donne.  noallaguerra  siallavita  russiaukraineconflict  russiaukrainewar  negoziati .,"['unità', 'crisi', 'internazionale', 'morire', 'dopo', 'attacco', 'aereo', 'diil', 'sede', 'televisivo', 'Ucraina', '.in', 'aumento', 'denuncia', 'di', 'violenza', 'da', 'parte', 'di', 'studente', 'donna', 'noallaguerro', 'siallavire', 'russiaukraineconflict', 'russiaukrainewar', 'negoziato']","['internazionale', 'morire', 'aereo', 'televisivo', 'Ucraina', '.in', 'noallaguerro', 'siallavire', 'russiaukrainewar', 'negoziato']","['unità', 'crisi', 'attacco', 'sede', 'aumento', 'denuncia', 'violenza', 'parte', 'studente', 'donna', 'russiaukraineconflict']",[''],[''],"['unity', 'crisis', 'international', 'dead', 'after', 'air', 'attack', 'on', 'ukraine', 'television', 'headquarter', 'report', 'of', 'violence', 'from', 'student', 'woman', 'increase', 'noallaguerra', 'siallavita', 'russiaukraineconflict', 'russiaukrainewar', 'negotiation']","['international', 'dead', 'ukraine', 'increase', 'russiaukrainewar']","['unity', 'crisis', 'air', 'attack', 'television', 'headquarter', 'report', 'violence', 'student', 'woman', 'noallaguerra', 'siallavita', 'russiaukraineconflict', 'negotiation']",['5/CARDINAL'],[''],it,people_killed,,
35157,35157,157,"Apple, Eni, Ford e non solo: le grandi aziende hanno preso provvedimenti contro la #Russia.
La lista delle compagnie che hanno deciso di agire concretamente contro l’invasione russa dell’#Ucraina è fitta e in costante aggiornamento
#WWE2K22 

https://t.co/i0wWlQTDfM
@ForbesItalia https://t.co/UPERyzaOpy","Apple, Eni, Ford and more: large companies have taken action against #Russia.
The list of companies that have decided to take concrete action against the Russian invasion of #Ukraine is dense and constantly updated
#WWE2K22

https://t.co/i0wWlQTDfM
@ForbesItalia https://t.co/UPERyzaOpy",2022-03-04 10:39:54,1499696129713266944,2022-09,"apple, eni, ford and more: large companies have taken action against  russia. the list of companies that have decided to take concrete action against the russian invasion of  ukraine is dense and constantly updated  wwe2k22","apple, eni, ford e non solo: le grandi aziende hanno preso provvedimenti contro la  russia. la lista delle compagnie che hanno deciso di agire concretamente contro l'invasione russa dell' ucraina è fitta e in costante aggiornamento  wwe2k22","['applere', 'eni', 'Ford', 'non', 'solo', 'grande', 'azienda', 'prendere', 'provvedimento', 'contro', 'Russia', 'lista', 'diil', 'compagnia', 'che', 'decidere', 'di', 'agire', 'concretamente', 'contro', 'invasione', 'russo', 'dell', 'Ucraina', 'fitto', 'in', 'costante', 'aggiornamento', 'Wwe2k22']","['applere', 'grande', 'prendere', 'decidere', 'agire', 'russo', 'fitto', 'costante']","['eni', 'Ford', 'azienda', 'provvedimento', 'Russia', 'lista', 'compagnia', 'invasione', 'Ucraina', 'aggiornamento', 'Wwe2k22']","['apple/ORG', 'eni/ORG', 'ford/PER', 'russia/LOC', 'ucraina/LOC']",[''],"['apple', 'eni', 'ford', 'more', 'large', 'company', 'take', 'action', 'against', 'russia', 'list', 'of', 'company', 'that', 'decide', 'take', 'concrete', 'action', 'against', 'russian', 'invasion', 'of', 'ukraine', 'dense', 'constantly', 'update', 'wwe2k22']","['more', 'large', 'take', 'decide', 'take', 'concrete', 'russian', 'dense', 'update']","['apple', 'eni', 'ford', 'company', 'action', 'russia', 'list', 'company', 'action', 'invasion', 'ukraine', 'wwe2k22']","['apple/ORG', 'eni/ORG', 'ford/ORG', 'russia/GPE', 'russian/NORP', 'wwe2k22/GPE']",[''],it,sanctions,,
35192,35192,192,"Le sanzioni alla #Russia colpiscono anche i gatti. La Federazione internazionale felina ha annunciato di aver bandito almeno fino a fine maggio i gatti russi dai suoi concorsi in tutto il mondo, affermando di essere ""inorridita"" dall'invasione dell'#Ucraina.","Sanctions against #Russia also affect cats. The International Feline Federation has announced it has banned Russian cats from its competitions around the world until at least the end of May, saying it is ""horrified"" by the invasion of #Ukraine.",2022-03-04 04:38:20,1499605137693848064,2022-09,"sanctions against  russia also affect cats. the international feline federation has announced it has banned russian cats from its competitions around the world until at least the end of may, saying it is ""horrified"" by the invasion of  ukraine.","le sanzioni alla  russia colpiscono anche i gatti. la federazione internazionale felina ha annunciato di aver bandito almeno fino a fine maggio i gatti russi dai suoi concorsi in tutto il mondo, affermando di essere ""inorridita"" dall'invasione dell' ucraina.","['sanzione', 'ail', 'Russia', 'colpiscere', 'anche', 'gatto', 'federazione', 'internazionale', 'felina', 'annunciare', 'di', 'bandire', 'almeno', 'fino', 'a', 'fine', 'maggio', 'gatto', 'russo', 'dail', 'concorso', 'in', 'mondo', 'affermare', 'di', 'inorridita', 'dail', 'invasione', 'dell', 'Ucraina']","['colpiscere', 'internazionale', 'annunciare', 'bandire', 'russo', 'affermare', 'inorridita']","['sanzione', 'Russia', 'gatto', 'federazione', 'felina', 'fine', 'maggio', 'gatto', 'concorso', 'mondo', 'invasione', 'Ucraina']","['russia/LOC', 'ucraina/LOC']",[''],"['sanction', 'against', 'russia', 'also', 'affect', 'cat', 'international', 'feline', 'federation', 'announce', 'it', 'ban', 'russian', 'cat', 'from', 'its', 'competition', 'around', 'world', 'until', 'at', 'least', 'end', 'of', 'may', 'say', 'it', 'horrified', 'by', 'invasion', 'of', 'ukraine']","['affect', 'announce', 'ban', 'russian', 'least', 'say', 'horrified', 'ukraine']","['sanction', 'russia', 'cat', 'international', 'feline', 'federation', 'cat', 'competition', 'world', 'end', 'may', 'invasion']","['russia/GPE', 'russian/NORP']",[''],it,sanctions,,
35213,35213,213,"Chi deliberatamente colpisce ospedali e abitazioni civili è un criminale e andrebbe punito immediatamente, ma anche chi lo tollera, rifiutandosi di arretrare dalle proprie posizioni, sta contribuendo all'eccidio di massa del suo popolo.#RussiaUkraineConflict #UkraineWar","Anyone who deliberately attacks hospitals and civilian homes is a criminal and should be punished immediately, but even those who tolerate it, by refusing to back down from their positions, are contributing to the mass slaughter of their people.#RussiaUkraineConflict #UkraineWar",2022-03-10 09:15:42,1501849263382449920,2022-10,"anyone who deliberately attacks hospitals and civilian homes is a criminal and should be punished immediately, but even those who tolerate it, by refusing to back down from their positions, are contributing to the mass slaughter of their people. russiaukraineconflict  ukrainewar","chi deliberatamente colpisce ospedali e abitazioni civili è un criminale e andrebbe punito immediatamente, ma anche chi lo tollera, rifiutandosi di arretrare dalle proprie posizioni, sta contribuendo all'eccidio di massa del suo popolo. russiaukraineconflict  ukrainewar","['chi', 'deliberatamente', 'colpire', 'ospedale', 'abitazione', 'civile', 'criminale', 'punire', 'immediatamente', 'anche', 'chi', 'lo', 'tollera', 'rifiutaresi', 'di', 'arretrare', 'dail', 'posizione', 'contribuere', 'ail', 'eccidio', 'di', 'massa', 'diil', 'popolo', 'russiaukraineconflict', 'ukrainewar']","['colpire', 'civile', 'criminale', 'punire', 'tollera', 'rifiutaresi', 'arretrare', 'contribuere', 'russiaukraineconflict', 'ukrainewar']","['ospedale', 'abitazione', 'posizione', 'eccidio', 'massa', 'popolo']",['russiaukraineconflict/MISC'],[''],"['anyone', 'who', 'deliberately', 'attack', 'hospital', 'civilian', 'home', 'criminal', 'punish', 'immediately', 'even', 'those', 'who', 'tolerate', 'it', 'by', 'refuse', 'back', 'down', 'from', 'their', 'position', 'contribute', 'to', 'mass', 'slaughter', 'of', 'their', 'people', 'russiaukraineconflict', 'ukrainewar']","['attack', 'civilian', 'punish', 'tolerate', 'refuse', 'back', 'contribute', 'ukrainewar']","['hospital', 'home', 'criminal', 'position', 'mass', 'slaughter', 'people', 'russiaukraineconflict']",[''],[''],it,unjustified_war,,
35215,35215,215,"#Rolex interrompe l'esportazione di merci in #Russia , riporta #Bloomberg. https://t.co/CIUt5hv6Zx","#Rolex stops exporting goods to #Russia, #Bloomberg reports. https://t.co/CIUt5hv6Zx",2022-03-08 21:29:05,1501309051010966016,2022-10,"rolex stops exporting goods to  russia,  bloomberg reports.","rolex interrompe l'esportazione di merci in  russia , riporta  bloomberg.","['rolex', 'interrompe', 'esportazione', 'di', 'merce', 'in', 'Russia', 'riportare', 'bloomberg']","['interrompe', 'riportare']","['rolex', 'esportazione', 'merce', 'Russia', 'bloomberg']","['rolex/PER', 'russia/LOC', 'bloomberg/LOC']",[''],"['rolex', 'stop', 'export', 'good', 'to', 'russia', 'bloomberg', 'report']","['stop', 'export']","['rolex', 'good', 'russia', 'bloomberg', 'report']","['rolex/PERSON', 'russia/GPE']",[''],it,sanctions,,
35220,35220,220,"#Lavrov  #Putin e tutti quelli che hanno compiuto la strage in #Ucraina dovranno pagare i loro crimini con la pena di morte ,speriamo che non restino impuniti come è successo con i bastardi che hanno sterminato i bambini vietnamiti con il Napalm.","#Lavrov #Putin and all those who carried out the massacre in #Ukraine will have to pay for their crimes with the death penalty, let's hope they don't go unpunished as happened with the bastards who exterminated Vietnamese children with Napalm.",2022-03-10 11:46:34,1501887231300017920,2022-10,"lavrov  putin and all those who carried out the massacre in  ukraine will have to pay for their crimes with the death penalty, let's hope they don't go unpunished as happened with the bastards who exterminated vietnamese children with napalm.","lavrov  putin e tutti quelli che hanno compiuto la strage in  ucraina dovranno pagare i loro crimini con la pena di morte ,speriamo che non restino impuniti come è successo con i bastardi che hanno sterminato i bambini vietnamiti con il napalm.","['lavrov', 'Putin', 'tutto', 'quello', 'che', 'compiere', 'strage', 'in', 'ucraina', 'pagare', 'crimine', 'con', 'pena', 'di', 'morte', 'sperare', 'non', 'restare', 'impunire', 'succedere', 'con', 'bastardo', 'che', 'sterminare', 'bambino', 'vietnamire', 'con', 'napalm']","['compiere', 'pagare', 'sperare', 'restare', 'impunire', 'succedere', 'sterminare', 'vietnamire']","['Putin', 'strage', 'ucraina', 'crimine', 'pena', 'morte', 'bastardo', 'bambino', 'napalm']",[''],[''],"['lavrov', 'putin', 'those', 'who', 'carry', 'out', 'massacre', 'in', 'ukraine', 'have', 'pay', 'for', 'their', 'crime', 'with', 'death', 'penalty', 'let', 'us', 'hope', 'they', 'go', 'unpunished', 'happen', 'with', 'bastard', 'who', 'exterminate', 'vietnamese', 'child', 'with', 'napalm']","['carry', 'have', 'pay', 'let', 'hope', 'go', 'unpunished', 'happen', 'exterminate', 'vietnamese']","['lavrov', 'putin', 'massacre', 'ukraine', 'crime', 'death', 'penalty', 'bastard', 'child', 'napalm']","['ukraine/GPE', 'vietnamese/NORP']",[''],it,unjustified_war,,
