,uk,es,it,de,en,fr,ru
arrow,145.0,0.0,290.0,0.0,1537.0,177.0,55.0
terrestrial,145.0,0.0,504.0,0.0,0.0,0.0,60.0
certainly,365.0,160.0,993.0,5872.0,12815.0,3677.0,1726.0
abandoned,145.0,1071.0,274.0,0.0,0.0,269.0,108.0
a moron,145.0,0.0,0.0,0.0,0.0,0.0,0.0
charles,219.0,0.0,341.0,1426.0,5413.0,403.0,214.0
deceive,271.0,0.0,0.0,405.0,3433.0,1427.0,263.0
drama theater,145.0,0.0,0.0,0.0,0.0,0.0,129.0
skirt,145.0,0.0,0.0,249.0,0.0,0.0,0.0
i will eat,145.0,0.0,0.0,0.0,0.0,0.0,0.0
massive,145.0,4504.0,1032.0,398.0,40205.0,3684.0,378.0
kettle,145.0,0.0,0.0,0.0,0.0,0.0,0.0
trying,145.0,0.0,0.0,0.0,0.0,0.0,0.0
wild drift,145.0,0.0,0.0,0.0,0.0,0.0,0.0
infantryman,144.0,0.0,0.0,0.0,0.0,0.0,81.0
say goodbye,144.0,0.0,0.0,1340.0,0.0,0.0,118.0
offering,144.0,122.0,0.0,0.0,1515.0,0.0,0.0
atrocities,144.0,0.0,1672.0,336.0,0.0,0.0,0.0
gull,144.0,0.0,0.0,0.0,0.0,0.0,0.0
option,144.0,1829.0,951.0,1862.0,24531.0,983.0,736.0
wed,144.0,323.0,0.0,0.0,0.0,0.0,0.0
specialty,144.0,0.0,0.0,0.0,0.0,0.0,0.0
every night,144.0,0.0,0.0,0.0,0.0,0.0,0.0
all-ukrainian,144.0,0.0,0.0,0.0,0.0,0.0,0.0
planning,144.0,167.0,0.0,475.0,6078.0,144.0,0.0
while,144.0,0.0,0.0,5359.0,7500.0,1293.0,0.0
cynically,144.0,0.0,0.0,0.0,0.0,0.0,0.0
dedicate,144.0,0.0,2413.0,535.0,7627.0,666.0,321.0
peacefully,144.0,0.0,162.0,0.0,3826.0,0.0,92.0
shocked,144.0,148.0,0.0,390.0,2529.0,0.0,0.0
to cross,144.0,0.0,0.0,0.0,0.0,1109.0,0.0
rightly,144.0,0.0,1255.0,0.0,2484.0,0.0,0.0
spotify,144.0,776.0,319.0,0.0,7222.0,190.0,77.0
bandera resident,144.0,0.0,0.0,0.0,0.0,0.0,0.0
attract,380.0,324.0,261.0,0.0,4296.0,624.0,369.0
vienna,144.0,258.0,210.0,1908.0,3582.0,0.0,0.0
advantageous,144.0,0.0,0.0,0.0,0.0,0.0,0.0
dick,144.0,0.0,0.0,0.0,4169.0,0.0,1738.0
to be based,144.0,0.0,0.0,0.0,0.0,0.0,0.0
goat,144.0,2441.0,255.0,0.0,4781.0,270.0,127.0
slavery,144.0,170.0,284.0,185.0,5266.0,283.0,184.0
heroically,144.0,0.0,0.0,0.0,0.0,0.0,68.0
the most terrible,143.0,0.0,0.0,0.0,0.0,0.0,0.0
along,143.0,0.0,0.0,715.0,41328.0,0.0,166.0
gets drunk,143.0,0.0,0.0,0.0,0.0,0.0,0.0
canvas,143.0,0.0,214.0,0.0,2591.0,0.0,50.0
phosphorous,143.0,0.0,0.0,0.0,0.0,0.0,0.0
rate it,143.0,0.0,0.0,0.0,0.0,0.0,0.0
magical,143.0,250.0,390.0,0.0,1643.0,0.0,0.0
reznichenko,143.0,0.0,0.0,0.0,0.0,0.0,90.0
landscape,245.0,326.0,0.0,244.0,5656.0,247.0,0.0
patty,143.0,0.0,0.0,0.0,0.0,0.0,0.0
tourism,143.0,1577.0,504.0,348.0,7717.0,596.0,348.0
corrupt,247.0,1712.0,2170.0,6717.0,40202.0,4195.0,200.0
universal,143.0,511.0,310.0,0.0,4428.0,369.0,60.0
satsang,143.0,0.0,0.0,0.0,0.0,0.0,146.0
pushkin,143.0,0.0,0.0,0.0,0.0,0.0,128.0
minsk,286.0,776.0,1681.0,1760.0,8723.0,3420.0,332.0
radar,224.0,739.0,520.0,0.0,8917.0,557.0,253.0
microphone,143.0,153.0,372.0,0.0,1561.0,546.0,50.0
magyar,143.0,0.0,0.0,0.0,0.0,0.0,53.0
tenth,143.0,265.0,263.0,0.0,0.0,236.0,58.0
router,143.0,0.0,0.0,0.0,0.0,0.0,0.0
curse,327.0,0.0,599.0,0.0,3594.0,188.0,472.0
opera,142.0,193.0,2253.0,0.0,2596.0,277.0,110.0
unsurpassed,142.0,0.0,0.0,0.0,0.0,0.0,0.0
playlist,142.0,199.0,0.0,0.0,2586.0,0.0,43.0
sink,273.0,0.0,1824.0,3096.0,18294.0,256.0,170.0
to replenish,142.0,0.0,0.0,0.0,0.0,0.0,0.0
unfold,142.0,0.0,0.0,0.0,5138.0,1969.0,0.0
to lead,142.0,0.0,0.0,0.0,0.0,0.0,0.0
startup,142.0,0.0,0.0,0.0,30440.0,457.0,53.0
abolish,142.0,0.0,0.0,979.0,2414.0,0.0,0.0
acquisition,142.0,259.0,161.0,0.0,5200.0,206.0,58.0
hearing,142.0,0.0,0.0,0.0,6823.0,628.0,227.0
to face,142.0,0.0,0.0,0.0,0.0,0.0,0.0
forcibly,235.0,0.0,0.0,611.0,5053.0,0.0,183.0
in principle,142.0,0.0,0.0,0.0,0.0,0.0,0.0
incident,142.0,1002.0,0.0,327.0,12332.0,763.0,2917.0
pretend,230.0,2250.0,0.0,222.0,12872.0,2441.0,50.0
electrician,142.0,0.0,0.0,0.0,0.0,0.0,0.0
i chew,142.0,0.0,0.0,0.0,0.0,0.0,0.0
surround,251.0,782.0,0.0,550.0,14001.0,508.0,322.0
strawberry,141.0,0.0,0.0,0.0,0.0,0.0,57.0
to cause,141.0,0.0,3056.0,0.0,0.0,0.0,0.0
princess,141.0,0.0,0.0,0.0,2363.0,0.0,0.0
resistant,141.0,116.0,348.0,0.0,0.0,821.0,0.0
podilsk,141.0,0.0,0.0,0.0,0.0,0.0,0.0
agony,141.0,0.0,191.0,0.0,1469.0,172.0,90.0
the sun,141.0,0.0,0.0,0.0,0.0,0.0,0.0
square,433.0,2160.0,6001.0,0.0,15847.0,358.0,1067.0
to stretch,141.0,0.0,0.0,0.0,0.0,0.0,0.0
oven,278.0,0.0,282.0,0.0,0.0,143.0,0.0
symbolically,141.0,0.0,0.0,0.0,0.0,0.0,0.0
multi-apartment,141.0,0.0,0.0,0.0,0.0,0.0,0.0
ram,141.0,0.0,0.0,0.0,3053.0,0.0,131.0
elaborate,141.0,247.0,0.0,0.0,0.0,216.0,0.0
title,141.0,0.0,2847.0,879.0,12178.0,2486.0,105.0
asia,141.0,1742.0,1111.0,993.0,31074.0,1813.0,211.0
frankish,141.0,0.0,0.0,0.0,0.0,0.0,0.0
power supply,141.0,0.0,0.0,2227.0,0.0,0.0,114.0
communist,237.0,4540.0,4310.0,1133.0,18302.0,1233.0,226.0
eaters,140.0,0.0,0.0,0.0,0.0,0.0,0.0
customer,140.0,778.0,618.0,856.0,22440.0,951.0,49.0
i will drop,140.0,0.0,0.0,0.0,0.0,0.0,0.0
want to,140.0,0.0,0.0,0.0,0.0,0.0,83.0
garland,140.0,0.0,0.0,0.0,3458.0,0.0,0.0
analytics,140.0,0.0,0.0,0.0,0.0,0.0,0.0
suspend,140.0,0.0,2136.0,1353.0,24104.0,0.0,537.0
andrzej,140.0,184.0,0.0,0.0,0.0,162.0,46.0
info space,140.0,0.0,0.0,0.0,0.0,0.0,0.0
exclusive,140.0,901.0,911.0,919.0,14717.0,844.0,156.0
town,140.0,19896.0,0.0,279.0,47121.0,0.0,174.0
carrion,370.0,0.0,0.0,0.0,0.0,0.0,54.0
in the evening,140.0,0.0,0.0,0.0,0.0,0.0,0.0
liquidated,140.0,0.0,0.0,0.0,0.0,0.0,0.0
a hacker,140.0,0.0,0.0,0.0,0.0,0.0,0.0
bathtub,140.0,0.0,0.0,0.0,0.0,0.0,0.0
small box,140.0,0.0,0.0,0.0,0.0,0.0,0.0
guitar,140.0,0.0,0.0,0.0,3106.0,0.0,0.0
equality,140.0,843.0,316.0,0.0,6322.0,618.0,0.0
bulb,140.0,0.0,0.0,0.0,0.0,0.0,0.0
deadline,140.0,0.0,0.0,0.0,4183.0,549.0,0.0
settings,140.0,0.0,0.0,0.0,0.0,0.0,0.0
2008,140.0,368.0,0.0,0.0,0.0,0.0,83.0
farm,140.0,240.0,0.0,0.0,9913.0,2196.0,145.0
significantly,255.0,203.0,0.0,0.0,5859.0,0.0,86.0
positions,140.0,0.0,0.0,0.0,0.0,0.0,0.0
installed,140.0,330.0,0.0,0.0,0.0,0.0,0.0
rum,140.0,0.0,0.0,1332.0,0.0,0.0,0.0
packaging,140.0,0.0,0.0,0.0,1878.0,0.0,0.0
anonymous,140.0,2212.0,2342.0,1251.0,36507.0,1796.0,183.0
idinahuyputin,140.0,0.0,0.0,0.0,0.0,0.0,0.0
aaaaaaa,139.0,0.0,0.0,0.0,0.0,0.0,0.0
melody,139.0,0.0,0.0,0.0,0.0,0.0,0.0
get married,139.0,0.0,0.0,0.0,0.0,0.0,68.0
like that,274.0,0.0,0.0,970.0,0.0,0.0,0.0
to muck around,139.0,0.0,0.0,0.0,0.0,0.0,0.0
the hague,139.0,0.0,0.0,2459.0,0.0,0.0,0.0
get caught,139.0,0.0,0.0,0.0,0.0,0.0,120.0
mortal,139.0,823.0,500.0,0.0,0.0,0.0,187.0
the heat,139.0,0.0,0.0,0.0,0.0,0.0,0.0
throw over,139.0,0.0,0.0,0.0,0.0,0.0,0.0
industry,426.0,2019.0,1501.0,2535.0,35281.0,2067.0,370.0
mutually,139.0,316.0,0.0,0.0,1339.0,199.0,595.0
feminist,139.0,359.0,164.0,654.0,2601.0,328.0,0.0
focus,139.0,758.0,567.0,2936.0,40604.0,1526.0,0.0
knight,139.0,0.0,469.0,338.0,2167.0,113.0,42.0
bravo,139.0,841.0,0.0,843.0,5579.0,0.0,139.0
senate,138.0,1087.0,1978.0,447.0,16926.0,1170.0,139.0
stones,138.0,0.0,0.0,0.0,0.0,0.0,0.0
alternation,138.0,0.0,0.0,0.0,0.0,0.0,0.0
consumer,138.0,521.0,242.0,547.0,10990.0,368.0,107.0
published,272.0,1278.0,0.0,337.0,0.0,0.0,0.0
to smoke,138.0,0.0,259.0,0.0,0.0,348.0,0.0
reflective,138.0,0.0,0.0,0.0,0.0,0.0,0.0
insidious,138.0,0.0,0.0,0.0,0.0,0.0,48.0
blast,138.0,0.0,0.0,0.0,15554.0,5994.0,0.0
promised,138.0,0.0,162.0,358.0,0.0,0.0,0.0
numerous,138.0,729.0,467.0,2463.0,6244.0,0.0,112.0
infographics,138.0,0.0,0.0,0.0,0.0,336.0,119.0
words,138.0,0.0,0.0,226.0,0.0,0.0,0.0
desirable,138.0,0.0,140.0,199.0,0.0,0.0,55.0
license,138.0,302.0,244.0,0.0,5062.0,0.0,118.0
refute,138.0,0.0,0.0,523.0,1409.0,128.0,305.0
approve,138.0,3783.0,0.0,491.0,23715.0,1388.0,1280.0
seconds,138.0,0.0,0.0,0.0,0.0,0.0,0.0
little god,138.0,0.0,0.0,0.0,0.0,0.0,0.0
rewatch,138.0,0.0,0.0,0.0,0.0,0.0,0.0
bead,138.0,0.0,0.0,0.0,0.0,0.0,62.0
vla di mir,138.0,0.0,0.0,0.0,0.0,0.0,0.0
substation,138.0,207.0,0.0,0.0,1799.0,0.0,137.0
does not matter,138.0,0.0,0.0,0.0,0.0,0.0,0.0
surzhik,138.0,0.0,0.0,0.0,0.0,0.0,0.0
vain,137.0,159.0,0.0,334.0,2059.0,305.0,0.0
to sponsor,137.0,0.0,341.0,0.0,0.0,0.0,0.0
jaw,137.0,0.0,0.0,0.0,0.0,0.0,0.0
locking,137.0,0.0,0.0,0.0,0.0,0.0,0.0
detention,137.0,1268.0,296.0,1082.0,5183.0,761.0,245.0
harmful,137.0,0.0,329.0,248.0,1815.0,303.0,68.0
genevan,137.0,0.0,0.0,0.0,0.0,0.0,0.0
banal,258.0,0.0,423.0,0.0,0.0,0.0,43.0
agov,137.0,0.0,0.0,0.0,0.0,0.0,0.0
shortage,137.0,1219.0,0.0,704.0,19359.0,3223.0,0.0
hp,137.0,0.0,0.0,0.0,1632.0,0.0,0.0
inconvenient,137.0,0.0,0.0,0.0,0.0,0.0,71.0
ambition,137.0,643.0,446.0,371.0,7208.0,733.0,134.0
crucian,137.0,0.0,0.0,0.0,0.0,0.0,0.0
fairy,137.0,0.0,0.0,0.0,1674.0,0.0,110.0
simferopol,137.0,0.0,0.0,0.0,0.0,0.0,162.0
coincidence,257.0,327.0,680.0,1217.0,4826.0,270.0,110.0
automatic,137.0,347.0,337.0,0.0,3200.0,213.0,0.0
frequency,137.0,1498.0,0.0,0.0,1287.0,0.0,0.0
specification,137.0,0.0,0.0,4722.0,0.0,0.0,0.0
andryushchenko,136.0,0.0,153.0,0.0,0.0,0.0,112.0
ceremony,136.0,828.0,545.0,0.0,6115.0,875.0,119.0
repetition,136.0,135.0,0.0,353.0,0.0,292.0,51.0
commentator,136.0,211.0,710.0,0.0,2522.0,316.0,0.0
kadyrivets,136.0,0.0,0.0,0.0,0.0,0.0,0.0
maintenance,136.0,546.0,524.0,446.0,4394.0,772.0,0.0
print,254.0,131.0,250.0,0.0,14096.0,0.0,0.0
coordinator,136.0,201.0,172.0,0.0,1750.0,155.0,0.0
svyatoslav,136.0,0.0,0.0,0.0,0.0,0.0,48.0
aerobomb,136.0,0.0,0.0,0.0,0.0,0.0,0.0
underachievers,136.0,0.0,0.0,0.0,0.0,0.0,0.0
weighty,136.0,0.0,0.0,0.0,0.0,0.0,0.0
initial,136.0,420.0,656.0,0.0,5293.0,286.0,0.0
removal,136.0,0.0,279.0,0.0,4525.0,0.0,0.0
burst into tears,136.0,0.0,0.0,0.0,0.0,0.0,0.0
lee,136.0,0.0,0.0,0.0,3526.0,0.0,0.0
paid,136.0,381.0,306.0,688.0,0.0,0.0,49.0
counter,257.0,688.0,0.0,0.0,25792.0,0.0,64.0
protector,136.0,0.0,0.0,0.0,1870.0,0.0,48.0
farmer,136.0,500.0,452.0,741.0,13820.0,650.0,262.0
surgeon,136.0,0.0,0.0,0.0,1481.0,0.0,52.0
elect,136.0,153.0,1878.0,0.0,19882.0,1156.0,146.0
nuclei,136.0,0.0,0.0,0.0,0.0,0.0,0.0
soooooooo,136.0,0.0,0.0,0.0,0.0,0.0,0.0
cadence,136.0,0.0,0.0,0.0,0.0,0.0,0.0
craftswoman,136.0,0.0,0.0,0.0,0.0,0.0,0.0
cider,136.0,0.0,0.0,0.0,0.0,0.0,0.0
belgorodsky,265.0,0.0,0.0,0.0,0.0,0.0,0.0
putin for haaga,136.0,0.0,0.0,0.0,0.0,0.0,0.0
banner,243.0,264.0,315.0,1341.0,4927.0,239.0,131.0
adequately,135.0,0.0,0.0,0.0,0.0,0.0,0.0
accession,135.0,1730.0,0.0,3479.0,8042.0,0.0,191.0
blue lips,135.0,0.0,0.0,0.0,0.0,0.0,0.0
this year's,135.0,0.0,0.0,0.0,0.0,0.0,0.0
throw in,135.0,0.0,0.0,0.0,0.0,0.0,0.0
the difference,135.0,0.0,0.0,0.0,0.0,0.0,0.0
traditionally,135.0,0.0,0.0,0.0,0.0,0.0,58.0
chechnya,135.0,983.0,951.0,1278.0,10482.0,1209.0,541.0
virus,135.0,888.0,915.0,568.0,9256.0,821.0,136.0
it rained,135.0,0.0,0.0,0.0,0.0,0.0,0.0
used,135.0,1294.0,128.0,628.0,0.0,460.0,0.0
to assure,135.0,0.0,0.0,0.0,0.0,0.0,0.0
come true,228.0,0.0,0.0,0.0,0.0,0.0,141.0
testing,135.0,0.0,0.0,791.0,4839.0,0.0,47.0
little one,135.0,0.0,0.0,0.0,0.0,0.0,0.0
fluffy,135.0,0.0,0.0,0.0,0.0,0.0,42.0
rag,222.0,133.0,1194.0,0.0,0.0,0.0,152.0
krivoy rog,135.0,0.0,0.0,0.0,0.0,0.0,172.0
eggs,135.0,0.0,0.0,943.0,0.0,0.0,0.0
flash,135.0,0.0,867.0,504.0,6441.0,5818.0,104.0
dinosaur,135.0,0.0,0.0,0.0,0.0,0.0,0.0
detection,135.0,146.0,0.0,622.0,1542.0,0.0,64.0
poke,269.0,0.0,0.0,0.0,2757.0,153.0,0.0
the ship,135.0,0.0,0.0,0.0,0.0,0.0,0.0
violet,134.0,0.0,0.0,0.0,0.0,0.0,0.0
novakakhovka,134.0,240.0,300.0,0.0,2770.0,181.0,0.0
overturn,134.0,223.0,604.0,0.0,9222.0,0.0,0.0
sunflower,134.0,434.0,222.0,0.0,10621.0,500.0,64.0
to freeze,134.0,0.0,718.0,0.0,0.0,0.0,246.0
absurdity,134.0,0.0,271.0,0.0,0.0,257.0,0.0
to laugh,238.0,0.0,0.0,0.0,0.0,796.0,0.0
sexism,134.0,0.0,0.0,0.0,0.0,0.0,0.0
to list,134.0,0.0,186.0,0.0,0.0,0.0,0.0
fountain,134.0,5613.0,798.0,0.0,0.0,0.0,108.0
connoisseur,134.0,0.0,0.0,0.0,0.0,0.0,0.0
sour cream,133.0,0.0,0.0,0.0,0.0,0.0,0.0
to plan,133.0,2513.0,933.0,6389.0,0.0,576.0,1324.0
shepherd,133.0,179.0,0.0,0.0,0.0,150.0,0.0
executed,133.0,323.0,0.0,0.0,0.0,0.0,0.0
antidepressant,133.0,0.0,0.0,0.0,0.0,0.0,0.0
tue,133.0,0.0,1427.0,0.0,0.0,0.0,0.0
long range,133.0,0.0,0.0,0.0,0.0,0.0,0.0
cynicism,133.0,522.0,290.0,667.0,0.0,704.0,93.0
offline,133.0,0.0,0.0,0.0,1832.0,0.0,0.0
child,421.0,15722.0,18895.0,26007.0,234394.0,18881.0,7301.0
jeans,133.0,0.0,0.0,0.0,0.0,1007.0,0.0
ruler,133.0,1589.0,0.0,1022.0,3364.0,1208.0,128.0
budgetary,133.0,0.0,0.0,0.0,0.0,250.0,0.0
a couple,133.0,0.0,0.0,0.0,0.0,0.0,0.0
lymanskyi,133.0,0.0,0.0,0.0,0.0,0.0,0.0
kaneshna,133.0,0.0,0.0,0.0,0.0,0.0,0.0
a bag,133.0,0.0,0.0,0.0,0.0,0.0,0.0
ilona,133.0,0.0,0.0,0.0,0.0,0.0,123.0
patriotism,133.0,319.0,223.0,364.0,3548.0,525.0,138.0
rsnia,133.0,0.0,0.0,0.0,0.0,0.0,0.0
a hundred,133.0,0.0,0.0,0.0,0.0,0.0,910.0
parliamentary,133.0,667.0,0.0,459.0,3694.0,1217.0,78.0
laboratory,133.0,1493.0,1700.0,0.0,3120.0,1593.0,150.0
intensive,133.0,152.0,206.0,955.0,1747.0,259.0,75.0
pc,133.0,243.0,299.0,0.0,5969.0,242.0,93.0
savage,133.0,0.0,0.0,0.0,5065.0,432.0,66.0
to connect,133.0,0.0,0.0,0.0,0.0,0.0,0.0
chernobyl,253.0,1349.0,1338.0,1158.0,13013.0,1372.0,272.0
baltia,133.0,0.0,0.0,0.0,0.0,0.0,0.0
fan fiction,132.0,0.0,0.0,0.0,0.0,0.0,0.0
pj,132.0,0.0,0.0,0.0,0.0,0.0,0.0
vibes,132.0,0.0,0.0,0.0,0.0,0.0,0.0
schools,132.0,0.0,0.0,553.0,0.0,0.0,0.0
thirst,132.0,365.0,263.0,0.0,0.0,0.0,76.0
korban,132.0,0.0,0.0,0.0,0.0,0.0,0.0
rostov,132.0,276.0,288.0,0.0,3515.0,219.0,526.0
go around,132.0,0.0,0.0,0.0,0.0,0.0,0.0
set up,312.0,0.0,639.0,1058.0,0.0,0.0,0.0
whiskey,132.0,0.0,0.0,0.0,0.0,0.0,0.0
anya,132.0,0.0,0.0,0.0,0.0,0.0,0.0
photoshop,132.0,0.0,0.0,0.0,1850.0,0.0,89.0
to expand,132.0,0.0,0.0,0.0,0.0,0.0,0.0
hairy fur cap,132.0,0.0,0.0,0.0,0.0,0.0,0.0
hunt,132.0,2382.0,0.0,300.0,11062.0,0.0,88.0
suite,132.0,0.0,0.0,0.0,0.0,0.0,0.0
fierce,132.0,486.0,719.0,0.0,7382.0,263.0,96.0
deformed,132.0,0.0,0.0,0.0,0.0,0.0,0.0
little people,132.0,0.0,0.0,0.0,0.0,0.0,0.0
honorific,132.0,0.0,0.0,0.0,0.0,0.0,0.0
admin,132.0,0.0,0.0,0.0,12080.0,153.0,0.0
scoundrel,131.0,384.0,1940.0,0.0,0.0,321.0,53.0
predict,131.0,608.0,134.0,445.0,12969.0,614.0,250.0
lithuanian,212.0,121.0,152.0,307.0,5278.0,328.0,238.0
wheat,131.0,1789.0,0.0,1568.0,19015.0,2964.0,128.0
locality,131.0,0.0,0.0,501.0,0.0,883.0,0.0
neglect,249.0,0.0,0.0,217.0,2356.0,151.0,0.0
irregularity,131.0,0.0,0.0,0.0,0.0,0.0,0.0
subtitle,131.0,0.0,309.0,0.0,4200.0,0.0,0.0
stuffing,131.0,0.0,0.0,0.0,0.0,0.0,96.0
to recall,131.0,0.0,0.0,0.0,0.0,0.0,0.0
torus,131.0,0.0,0.0,0.0,0.0,0.0,177.0
tarot,131.0,234.0,0.0,0.0,0.0,0.0,0.0
feeding,131.0,331.0,0.0,0.0,0.0,0.0,0.0
divorce,131.0,0.0,0.0,0.0,2067.0,115.0,63.0
diverse,131.0,172.0,0.0,297.0,2477.0,0.0,0.0
abrupt,131.0,0.0,0.0,0.0,0.0,0.0,0.0
powers,131.0,0.0,0.0,0.0,0.0,0.0,0.0
manganese,131.0,0.0,0.0,0.0,0.0,0.0,0.0
symptom,130.0,418.0,356.0,0.0,3195.0,164.0,63.0
provoke,130.0,0.0,4765.0,3448.0,15291.0,0.0,212.0
spare part,130.0,0.0,0.0,188.0,0.0,0.0,112.0
peat,130.0,0.0,0.0,0.0,0.0,0.0,0.0
gas pipeline,130.0,289.0,0.0,283.0,0.0,2570.0,205.0
i will,130.0,0.0,0.0,0.0,0.0,0.0,0.0
bombed,130.0,848.0,613.0,1306.0,0.0,198.0,0.0
sq,130.0,0.0,0.0,0.0,1678.0,0.0,0.0
19:00,130.0,0.0,0.0,0.0,0.0,0.0,251.0
suv,130.0,164.0,0.0,197.0,1258.0,0.0,73.0
abortion,130.0,1409.0,2409.0,704.0,34939.0,1758.0,42.0
to predict,130.0,0.0,0.0,0.0,0.0,0.0,0.0
pavlograd,130.0,0.0,0.0,0.0,0.0,0.0,43.0
torture chamber,130.0,0.0,0.0,0.0,0.0,0.0,0.0
iskander,130.0,340.0,270.0,0.0,4101.0,329.0,200.0
borrel,130.0,133.0,0.0,0.0,0.0,0.0,265.0
grenade launcher,129.0,234.0,0.0,0.0,0.0,0.0,141.0
unusual,228.0,375.0,0.0,1285.0,2740.0,360.0,193.0
folk,129.0,0.0,0.0,0.0,19917.0,0.0,786.0
marchenko,129.0,0.0,0.0,0.0,0.0,0.0,158.0
90's,129.0,0.0,0.0,0.0,0.0,0.0,0.0
collision,129.0,0.0,0.0,0.0,1566.0,117.0,166.0
anastasia,129.0,0.0,0.0,0.0,0.0,0.0,83.0
provider,242.0,0.0,0.0,0.0,5288.0,0.0,107.0
intellectual,129.0,392.0,1246.0,637.0,3560.0,903.0,72.0
unpopular,129.0,0.0,0.0,0.0,1643.0,0.0,0.0
memorandum,129.0,131.0,347.0,504.0,3359.0,204.0,92.0
vladislav,129.0,0.0,0.0,0.0,0.0,0.0,128.0
military commissariat,215.0,0.0,0.0,0.0,0.0,0.0,0.0
blockade,129.0,0.0,0.0,1052.0,9704.0,574.0,161.0
bask,129.0,0.0,0.0,0.0,0.0,0.0,0.0
aspect,236.0,495.0,0.0,470.0,4716.0,0.0,0.0
dryad,129.0,0.0,0.0,0.0,0.0,0.0,0.0
to practice,129.0,0.0,0.0,0.0,0.0,0.0,0.0
bachelor,129.0,0.0,0.0,0.0,1255.0,0.0,0.0
parking,129.0,0.0,221.0,0.0,2468.0,0.0,156.0
minor,129.0,2495.0,1115.0,0.0,4483.0,447.0,89.0
tap,129.0,3096.0,136.0,0.0,5241.0,0.0,62.0
dust,230.0,319.0,324.0,245.0,4894.0,112.0,169.0
default,128.0,243.0,1770.0,569.0,6820.0,915.0,190.0
tragic,128.0,389.0,1003.0,700.0,7440.0,676.0,58.0
conviction,128.0,159.0,0.0,674.0,2549.0,1382.0,0.0
belief,128.0,119.0,413.0,0.0,6697.0,120.0,48.0
most often,128.0,0.0,0.0,0.0,0.0,0.0,0.0
firework,128.0,0.0,0.0,0.0,5360.0,0.0,103.0
cannon,128.0,182.0,1643.0,0.0,10116.0,4030.0,0.0
supplementary,128.0,0.0,0.0,0.0,0.0,0.0,0.0
spot,128.0,8125.0,476.0,0.0,28052.0,549.0,294.0
a gift,128.0,0.0,0.0,0.0,0.0,0.0,0.0
declared,128.0,341.0,0.0,0.0,0.0,0.0,0.0
"""go down""",128.0,0.0,0.0,0.0,0.0,0.0,0.0
change your mind,128.0,0.0,0.0,0.0,0.0,0.0,0.0
hummingbird,128.0,0.0,0.0,0.0,0.0,0.0,0.0
bang,128.0,3498.0,991.0,297.0,3311.0,141.0,48.0
geography,128.0,125.0,282.0,0.0,2868.0,289.0,70.0
volley,128.0,0.0,0.0,0.0,0.0,0.0,188.0
in-laws,128.0,0.0,0.0,0.0,0.0,0.0,0.0
expected,128.0,751.0,459.0,693.0,0.0,0.0,59.0
catholicity,128.0,0.0,0.0,0.0,0.0,0.0,0.0
willow,231.0,0.0,0.0,0.0,0.0,0.0,0.0
competitor,127.0,447.0,237.0,203.0,2267.0,262.0,82.0
break out,127.0,0.0,0.0,0.0,0.0,0.0,61.0
gene,127.0,0.0,401.0,749.0,0.0,0.0,48.0
let down,127.0,0.0,0.0,0.0,0.0,0.0,107.0
to be preserved,127.0,0.0,0.0,0.0,0.0,0.0,0.0
currents,127.0,0.0,0.0,0.0,0.0,0.0,0.0
fired upon,127.0,0.0,0.0,0.0,0.0,0.0,0.0
rb,127.0,0.0,0.0,0.0,0.0,0.0,135.0
investor,127.0,512.0,226.0,420.0,19803.0,513.0,144.0
gadget,127.0,0.0,0.0,0.0,2618.0,0.0,0.0
the hardest,127.0,0.0,0.0,0.0,0.0,0.0,0.0
taken,127.0,974.0,0.0,0.0,0.0,303.0,0.0
fly up,210.0,0.0,0.0,0.0,0.0,0.0,0.0
give away,127.0,0.0,0.0,1033.0,0.0,0.0,1009.0
scribe,127.0,0.0,0.0,0.0,0.0,0.0,0.0
tanya,127.0,0.0,0.0,0.0,0.0,0.0,0.0
goddess,127.0,0.0,0.0,0.0,0.0,0.0,50.0
advance,127.0,9142.0,604.0,2572.0,39099.0,2060.0,945.0
gypsy,127.0,0.0,0.0,0.0,0.0,0.0,152.0
barista,127.0,0.0,0.0,0.0,0.0,0.0,0.0
"""combine""",207.0,0.0,0.0,0.0,0.0,0.0,0.0
war_crimes,127.0,0.0,0.0,0.0,0.0,0.0,0.0
gregory,127.0,0.0,0.0,0.0,0.0,0.0,61.0
journalism,127.0,1157.0,1991.0,1556.0,9614.0,843.0,0.0
oleksandrovich,127.0,0.0,0.0,0.0,0.0,0.0,0.0
get some sleep,201.0,0.0,0.0,0.0,0.0,0.0,93.0
chechen,224.0,1760.0,800.0,676.0,15861.0,2356.0,509.0
weigh,127.0,3740.0,542.0,271.0,5533.0,0.0,0.0
the morning,127.0,0.0,0.0,0.0,0.0,0.0,0.0
seat,127.0,160.0,362.0,424.0,11296.0,1323.0,0.0
non-existent,127.0,0.0,0.0,0.0,0.0,0.0,48.0
wire,126.0,360.0,0.0,0.0,5633.0,0.0,0.0
ma,126.0,387.0,0.0,332.0,2738.0,0.0,0.0
priceless,126.0,0.0,0.0,246.0,2088.0,0.0,0.0
to sleep,126.0,0.0,0.0,0.0,0.0,443.0,0.0
saltivka,126.0,0.0,0.0,0.0,0.0,0.0,0.0
palm,126.0,309.0,0.0,0.0,1845.0,0.0,0.0
hammered,126.0,0.0,0.0,0.0,0.0,0.0,0.0
