,uk,es,it,de,en,fr,ru
blackthorn,74.0,0.0,0.0,0.0,0.0,0.0,0.0
gauleiter,74.0,0.0,0.0,97.0,0.0,0.0,96.0
amulet,74.0,0.0,0.0,0.0,0.0,0.0,0.0
wreath,74.0,0.0,0.0,0.0,0.0,0.0,42.0
stove,74.0,0.0,78.0,0.0,956.0,0.0,29.0
atheist,74.0,0.0,0.0,0.0,910.0,0.0,27.0
complexity,74.0,88.0,369.0,0.0,1092.0,117.0,97.0
gnome,74.0,0.0,0.0,0.0,0.0,54.0,0.0
segment,111.0,94.0,0.0,0.0,2702.0,105.0,53.0
lichka,74.0,0.0,0.0,0.0,0.0,0.0,0.0
town hall,146.0,168.0,0.0,0.0,0.0,0.0,0.0
basket,115.0,141.0,0.0,0.0,2516.0,151.0,28.0
the budget,74.0,0.0,0.0,0.0,0.0,0.0,0.0
flowerpot,74.0,0.0,0.0,0.0,0.0,0.0,0.0
appl,74.0,0.0,0.0,0.0,0.0,0.0,0.0
slavaukraine,74.0,482.0,303.0,244.0,17428.0,368.0,0.0
iranian,74.0,341.0,119.0,91.0,5770.0,310.0,56.0
ukraine news,74.0,0.0,0.0,1007.0,0.0,0.0,49.0
kakhovskahes,74.0,0.0,0.0,0.0,0.0,0.0,0.0
inferiority,73.0,0.0,103.0,0.0,0.0,55.0,0.0
tailor,120.0,0.0,0.0,0.0,0.0,0.0,0.0
well-being,73.0,0.0,0.0,106.0,0.0,154.0,81.0
khan,73.0,109.0,129.0,107.0,6714.0,56.0,75.0
plastun,73.0,0.0,0.0,0.0,0.0,0.0,0.0
savage,73.0,0.0,0.0,0.0,3916.0,409.0,65.0
dislocation,73.0,0.0,0.0,0.0,0.0,85.0,112.0
tricolor,73.0,69.0,177.0,0.0,0.0,0.0,68.0
circlet,73.0,0.0,0.0,0.0,0.0,0.0,0.0
dwarf,73.0,167.0,271.0,358.0,1246.0,536.0,149.0
flu,73.0,284.0,0.0,93.0,1712.0,139.0,22.0
tipi,73.0,0.0,0.0,0.0,0.0,0.0,0.0
now,73.0,308.0,15483.0,1030.0,0.0,0.0,179.0
imf,73.0,0.0,64.0,449.0,7218.0,653.0,112.0
dumpling,112.0,0.0,0.0,0.0,0.0,0.0,46.0
scumbag,73.0,0.0,0.0,413.0,3130.0,0.0,114.0
m2,73.0,117.0,126.0,91.0,2387.0,192.0,42.0
privilege,129.0,218.0,217.0,98.0,4349.0,175.0,39.0
cabbage roll,73.0,0.0,0.0,0.0,0.0,0.0,0.0
drying,73.0,0.0,0.0,0.0,0.0,0.0,50.0
pash,73.0,0.0,0.0,0.0,0.0,0.0,0.0
armenian,73.0,67.0,99.0,0.0,3391.0,482.0,153.0
grape,73.0,0.0,0.0,0.0,0.0,0.0,33.0
manner,73.0,4158.0,1286.0,124.0,3708.0,2742.0,27.0
browser,73.0,0.0,0.0,0.0,1032.0,0.0,22.0
evpatoria,73.0,0.0,0.0,0.0,0.0,0.0,58.0
saliva,73.0,0.0,0.0,0.0,0.0,0.0,0.0
circles,73.0,0.0,0.0,0.0,0.0,0.0,0.0
falcon,73.0,57.0,652.0,0.0,1123.0,280.0,40.0
swan,73.0,68.0,51.0,0.0,1224.0,65.0,45.0
vovchansk,73.0,0.0,0.0,0.0,0.0,0.0,0.0
bookmark,73.0,0.0,0.0,0.0,0.0,0.0,37.0
old woman,73.0,215.0,0.0,0.0,0.0,0.0,21.0
merry,73.0,61.0,0.0,0.0,2086.0,0.0,0.0
emphasis,73.0,143.0,79.0,0.0,995.0,0.0,94.0
blemish,73.0,114.0,0.0,0.0,0.0,0.0,0.0
boxer,73.0,79.0,0.0,192.0,1422.0,76.0,47.0
mandate,73.0,552.0,2093.0,387.0,5424.0,2439.0,72.0
paradox,73.0,80.0,302.0,0.0,798.0,168.0,39.0
beautiful,181.0,526.0,0.0,0.0,0.0,3460.0,104.0
chernovil,72.0,0.0,0.0,0.0,0.0,0.0,0.0
i will abandon,72.0,0.0,0.0,0.0,0.0,0.0,0.0
sissy,72.0,0.0,0.0,0.0,0.0,0.0,0.0
wasp,72.0,0.0,148.0,0.0,0.0,0.0,69.0
transplantation,72.0,0.0,0.0,0.0,0.0,0.0,0.0
day embroidery,72.0,0.0,0.0,0.0,0.0,0.0,0.0
fluff,72.0,0.0,229.0,0.0,0.0,0.0,42.0
extermination,72.0,384.0,739.0,0.0,1855.0,325.0,44.0
not a country,72.0,0.0,0.0,0.0,0.0,0.0,0.0
rope,72.0,329.0,223.0,121.0,1652.0,191.0,43.0
silver,72.0,692.0,169.0,116.0,6799.0,0.0,34.0
metropolitan,72.0,0.0,91.0,0.0,0.0,82.0,59.0
still,72.0,226.0,0.0,0.0,0.0,61.0,0.0
ii,72.0,1402.0,0.0,439.0,14920.0,148.0,49.0
confession,115.0,140.0,192.0,375.0,1429.0,582.0,374.0
lighthouse,72.0,56.0,231.0,0.0,0.0,59.0,49.0
sunnies,72.0,0.0,0.0,0.0,0.0,0.0,0.0
cashback,72.0,0.0,0.0,0.0,0.0,0.0,0.0
shop assistant,72.0,0.0,0.0,0.0,0.0,0.0,0.0
bridle,72.0,0.0,0.0,0.0,0.0,0.0,0.0
oun,72.0,0.0,57.0,151.0,730.0,76.0,18.0
the clitoris,72.0,0.0,0.0,0.0,0.0,0.0,0.0
caucasus,72.0,141.0,201.0,193.0,2454.0,320.0,184.0
simulator,103.0,57.0,0.0,0.0,789.0,0.0,0.0
pot,72.0,608.0,106.0,187.0,3468.0,0.0,50.0
cabin,110.0,87.0,110.0,0.0,712.0,0.0,56.0
cyberpunk,72.0,0.0,0.0,0.0,0.0,0.0,0.0
cane man,72.0,0.0,0.0,0.0,0.0,0.0,0.0
lorak,72.0,0.0,0.0,0.0,0.0,0.0,21.0
thigh,72.0,0.0,0.0,0.0,0.0,0.0,0.0
livestock,72.0,0.0,0.0,0.0,0.0,0.0,193.0
spice,72.0,0.0,0.0,0.0,0.0,0.0,0.0
saakashvili,72.0,0.0,0.0,0.0,0.0,0.0,89.0
canon,107.0,0.0,470.0,0.0,2431.0,0.0,30.0
tiki,72.0,0.0,0.0,0.0,0.0,0.0,0.0
payer,72.0,0.0,0.0,0.0,3492.0,0.0,0.0
eve,72.0,427.0,0.0,121.0,5542.0,0.0,65.0
baking,72.0,0.0,0.0,0.0,0.0,0.0,28.0
yalta,104.0,0.0,113.0,0.0,0.0,75.0,103.0
ingul,72.0,0.0,0.0,0.0,0.0,0.0,0.0
semifinal,72.0,441.0,0.0,0.0,0.0,0.0,0.0
barge,72.0,75.0,156.0,0.0,822.0,89.0,63.0
yoongi,72.0,0.0,0.0,0.0,0.0,0.0,20.0
rover,72.0,0.0,0.0,0.0,779.0,0.0,0.0
"""clarification""",71.0,0.0,0.0,0.0,0.0,0.0,0.0
chamomile,71.0,0.0,0.0,0.0,0.0,0.0,27.0
ego,71.0,287.0,181.0,151.0,5807.0,320.0,29.0
c,132.0,1493.0,672.0,1184.0,25098.0,0.0,37.0
interlocutor,71.0,51.0,297.0,149.0,0.0,259.0,0.0
whores,71.0,0.0,0.0,0.0,0.0,0.0,196.0
extra,71.0,0.0,105.0,0.0,0.0,0.0,0.0
uyobkov,71.0,0.0,0.0,0.0,0.0,0.0,0.0
stealing,71.0,0.0,0.0,0.0,0.0,0.0,0.0
autograph,71.0,0.0,0.0,0.0,0.0,0.0,0.0
accommodation,71.0,178.0,234.0,1531.0,2641.0,1152.0,207.0
dnieper,71.0,379.0,0.0,181.0,4123.0,1308.0,2648.0
whistle,71.0,0.0,62.0,0.0,888.0,0.0,0.0
"""stone""",71.0,0.0,0.0,0.0,0.0,0.0,0.0
permit,71.0,0.0,441.0,602.0,2880.0,89.0,0.0
blockchain,71.0,269.0,89.0,147.0,11033.0,107.0,35.0
biology,71.0,0.0,0.0,0.0,2260.0,0.0,0.0
joint,71.0,198.0,301.0,0.0,1341.0,0.0,66.0
dissimilarity,71.0,0.0,0.0,0.0,0.0,0.0,0.0
czech,71.0,417.0,59.0,0.0,9820.0,202.0,452.0
galician,71.0,0.0,0.0,0.0,0.0,0.0,24.0
buttock,71.0,61.0,0.0,0.0,0.0,296.0,0.0
onliphant,71.0,0.0,0.0,0.0,0.0,0.0,0.0
the emperor,71.0,0.0,0.0,0.0,0.0,0.0,0.0
mental,127.0,0.0,0.0,0.0,0.0,0.0,0.0
coke,71.0,97.0,0.0,178.0,2153.0,81.0,44.0
vru,71.0,0.0,0.0,0.0,0.0,0.0,0.0
census,71.0,98.0,0.0,0.0,0.0,0.0,0.0
oblenergo,71.0,0.0,0.0,0.0,0.0,0.0,0.0
pre-order,71.0,0.0,0.0,0.0,0.0,0.0,0.0
kirby,71.0,201.0,246.0,117.0,2433.0,134.0,59.0
ru,71.0,560.0,67.0,1889.0,26317.0,443.0,113.0
strap,71.0,0.0,0.0,0.0,994.0,0.0,0.0
an alien,71.0,0.0,0.0,0.0,0.0,0.0,0.0
democrat,71.0,958.0,0.0,1980.0,26338.0,1950.0,81.0
intercity,71.0,0.0,0.0,0.0,0.0,0.0,0.0
barrel,166.0,984.0,366.0,496.0,10533.0,543.0,118.0
bulgakov,71.0,0.0,0.0,0.0,0.0,0.0,41.0
minority,142.0,388.0,1052.0,1528.0,9710.0,762.0,47.0
anticipation,71.0,0.0,191.0,0.0,991.0,142.0,18.0
over,71.0,138.0,227.0,0.0,0.0,0.0,0.0
louis,71.0,88.0,510.0,0.0,1869.0,424.0,0.0
brush,142.0,0.0,0.0,0.0,1639.0,0.0,38.0
bundestag,71.0,115.0,217.0,8295.0,2254.0,185.0,126.0
echo,70.0,300.0,247.0,142.0,2339.0,435.0,51.0
ugc,70.0,0.0,0.0,0.0,0.0,0.0,0.0
state duma,70.0,0.0,0.0,275.0,0.0,0.0,480.0
drains,70.0,0.0,0.0,0.0,0.0,0.0,0.0
regulation,70.0,302.0,318.0,532.0,7698.0,679.0,27.0
ombudsman,70.0,0.0,0.0,0.0,1176.0,0.0,151.0
civilians,70.0,882.0,191.0,0.0,0.0,0.0,0.0
magistracy,70.0,0.0,0.0,0.0,0.0,0.0,0.0
consulate,70.0,254.0,263.0,145.0,2785.0,297.0,65.0
i.e,101.0,0.0,0.0,0.0,0.0,0.0,0.0
live,161.0,1301.0,764.0,410.0,4616.0,988.0,139.0
calorie,70.0,0.0,0.0,0.0,0.0,0.0,0.0
grasshopper,70.0,0.0,91.0,0.0,0.0,0.0,0.0
visa free,70.0,0.0,0.0,0.0,0.0,0.0,0.0
waiting,70.0,0.0,0.0,0.0,0.0,1076.0,124.0
sooo,70.0,0.0,0.0,0.0,1236.0,0.0,19.0
uranus,70.0,0.0,0.0,0.0,0.0,0.0,96.0
prosthesis,102.0,57.0,0.0,0.0,0.0,50.0,33.0
goodbye,70.0,106.0,1358.0,0.0,5002.0,118.0,25.0
mound,70.0,0.0,0.0,0.0,0.0,0.0,25.0
in katsap,70.0,0.0,0.0,0.0,0.0,0.0,0.0
powder works,70.0,0.0,0.0,0.0,0.0,0.0,0.0
veterinarian,70.0,0.0,0.0,0.0,0.0,0.0,0.0
poisoning,70.0,205.0,312.0,137.0,2176.0,258.0,73.0
themselves,70.0,0.0,0.0,0.0,0.0,0.0,20.0
double,161.0,148.0,343.0,0.0,0.0,752.0,100.0
trolling,70.0,0.0,0.0,0.0,1343.0,0.0,58.0
oppositionist,70.0,0.0,0.0,0.0,0.0,0.0,74.0
scarlet,70.0,0.0,0.0,0.0,0.0,0.0,18.0
kerch,70.0,668.0,807.0,112.0,7003.0,512.0,98.0
mattress,111.0,0.0,0.0,0.0,758.0,0.0,21.0
greek,70.0,94.0,55.0,0.0,3715.0,168.0,61.0
draft,70.0,135.0,359.0,0.0,11668.0,0.0,0.0
emptiness,132.0,0.0,0.0,0.0,0.0,0.0,58.0
relay,69.0,0.0,0.0,0.0,0.0,516.0,0.0
hispanic,69.0,71.0,0.0,0.0,0.0,0.0,0.0
conductress,69.0,0.0,0.0,0.0,0.0,0.0,0.0
homophobia,69.0,81.0,74.0,0.0,0.0,255.0,0.0
antonov,69.0,238.0,110.0,104.0,2508.0,0.0,51.0
stele,69.0,0.0,0.0,0.0,0.0,0.0,0.0
impunity,69.0,526.0,156.0,0.0,4344.0,624.0,53.0
a migrant,69.0,0.0,0.0,0.0,0.0,0.0,0.0
puila,69.0,0.0,0.0,0.0,0.0,0.0,0.0
dissonance,69.0,0.0,71.0,0.0,0.0,60.0,0.0
fun,69.0,285.0,287.0,1484.0,22968.0,123.0,72.0
christianity,69.0,67.0,159.0,106.0,4115.0,131.0,24.0
cognac,69.0,0.0,0.0,0.0,0.0,0.0,47.0
trilogy,69.0,0.0,0.0,0.0,0.0,0.0,0.0
rabbit,112.0,95.0,252.0,0.0,2288.0,199.0,55.0
one and a half,69.0,0.0,0.0,0.0,0.0,0.0,0.0
sympathy,69.0,115.0,549.0,1180.0,5169.0,237.0,72.0
sore,69.0,0.0,0.0,0.0,0.0,0.0,0.0
approximation,69.0,0.0,0.0,0.0,0.0,0.0,51.0
template,69.0,157.0,0.0,147.0,4632.0,0.0,0.0
codling,69.0,0.0,0.0,0.0,0.0,0.0,0.0
turk,69.0,0.0,0.0,208.0,2338.0,0.0,68.0
passenger car,69.0,0.0,0.0,0.0,0.0,0.0,55.0
seam,69.0,0.0,0.0,0.0,0.0,0.0,0.0
wax,108.0,0.0,0.0,0.0,0.0,0.0,124.0
thank you,231.0,7186.0,14044.0,139.0,0.0,0.0,2394.0
we will,69.0,0.0,0.0,0.0,0.0,0.0,0.0
cornflower,69.0,0.0,0.0,0.0,0.0,0.0,27.0
st,69.0,0.0,80.0,1091.0,23634.0,349.0,0.0
count,69.0,275.0,63.0,149.0,5760.0,0.0,146.0
vitalik,69.0,0.0,0.0,0.0,0.0,0.0,0.0
corporate,69.0,0.0,0.0,0.0,0.0,0.0,0.0
prosperity,69.0,262.0,181.0,2084.0,5389.0,205.0,93.0
download,69.0,181.0,225.0,0.0,5658.0,275.0,0.0
solo,69.0,0.0,0.0,0.0,2845.0,0.0,18.0
actress,69.0,512.0,0.0,97.0,3188.0,0.0,85.0
audio,69.0,579.0,1107.0,0.0,3948.0,254.0,58.0
transformer,69.0,53.0,0.0,0.0,1181.0,65.0,44.0
tranche,69.0,0.0,0.0,0.0,990.0,0.0,49.0
ambush,69.0,197.0,100.0,0.0,3798.0,238.0,140.0
a suitcase,69.0,0.0,0.0,0.0,0.0,0.0,0.0
middle ages,69.0,0.0,406.0,360.0,0.0,52.0,42.0
skadovsk,69.0,0.0,0.0,0.0,0.0,0.0,97.0
general assembly,69.0,0.0,0.0,184.0,0.0,0.0,76.0
novofedorivka,69.0,60.0,0.0,0.0,0.0,0.0,0.0
in/h,68.0,0.0,0.0,0.0,0.0,0.0,0.0
boneutok,68.0,0.0,0.0,0.0,0.0,0.0,0.0
kennel,68.0,0.0,0.0,0.0,0.0,0.0,0.0
shopper,68.0,0.0,0.0,0.0,921.0,0.0,0.0
hare,68.0,0.0,0.0,86.0,0.0,0.0,100.0
alona,68.0,0.0,0.0,0.0,0.0,0.0,0.0
russian military potential,68.0,0.0,0.0,0.0,0.0,0.0,0.0
elbow,68.0,69.0,0.0,0.0,0.0,78.0,21.0
drawing,142.0,639.0,935.0,98.0,4205.0,1500.0,221.0
macedonia,68.0,111.0,0.0,0.0,1940.0,122.0,46.0
the army,68.0,0.0,0.0,0.0,0.0,0.0,0.0
beetle,68.0,0.0,0.0,0.0,0.0,0.0,0.0
reckoning,68.0,0.0,0.0,0.0,783.0,0.0,0.0
emoji,119.0,0.0,0.0,0.0,1224.0,0.0,0.0
distrust,68.0,109.0,0.0,0.0,0.0,79.0,0.0
tishchenko,68.0,0.0,0.0,0.0,0.0,0.0,43.0
dugout,68.0,0.0,0.0,0.0,0.0,0.0,74.0
censure,68.0,0.0,0.0,0.0,0.0,0.0,0.0
a rose,68.0,0.0,0.0,0.0,0.0,0.0,0.0
nice,68.0,198.0,53.0,737.0,0.0,789.0,38.0
haitian,68.0,200.0,0.0,0.0,0.0,60.0,0.0
komi,68.0,0.0,0.0,0.0,0.0,0.0,89.0
mumps,68.0,0.0,0.0,0.0,0.0,0.0,0.0
sanatorium,68.0,0.0,0.0,0.0,0.0,0.0,37.0
orbit,68.0,204.0,140.0,0.0,1784.0,107.0,40.0
unesco,68.0,183.0,196.0,0.0,1953.0,366.0,114.0
owl,68.0,0.0,60.0,0.0,798.0,67.0,29.0
twitter people,103.0,0.0,0.0,0.0,0.0,0.0,0.0
helm,68.0,0.0,52.0,0.0,957.0,0.0,0.0
imitation,100.0,0.0,54.0,0.0,0.0,0.0,42.0
the second,68.0,0.0,0.0,0.0,0.0,0.0,0.0
rubber,130.0,0.0,0.0,0.0,1561.0,0.0,0.0
onset,68.0,82.0,0.0,0.0,820.0,0.0,0.0
i'm rustling,68.0,0.0,0.0,0.0,0.0,0.0,0.0
timothy,102.0,149.0,0.0,123.0,1315.0,57.0,0.0
sensor,68.0,68.0,0.0,0.0,1650.0,0.0,27.0
thanks,68.0,66.0,337.0,5779.0,1223.0,13727.0,0.0
johnsonyuk,68.0,0.0,0.0,0.0,0.0,0.0,0.0
misunderstanding,68.0,0.0,146.0,120.0,753.0,0.0,52.0
statue,68.0,390.0,512.0,114.0,4233.0,339.0,46.0
bakhmut fortress,68.0,0.0,0.0,0.0,0.0,0.0,0.0
unlikely,68.0,0.0,0.0,0.0,0.0,0.0,0.0
herring,68.0,0.0,0.0,0.0,0.0,0.0,20.0
baiting,68.0,0.0,0.0,0.0,0.0,0.0,0.0
capacity,68.0,0.0,2009.0,552.0,11490.0,0.0,26.0
antibodies,68.0,0.0,0.0,0.0,0.0,0.0,0.0
high mars,118.0,0.0,0.0,0.0,0.0,0.0,0.0
such,130.0,2479.0,55.0,178.0,0.0,459.0,0.0
agrarian,67.0,0.0,0.0,0.0,0.0,0.0,103.0
the night,67.0,0.0,0.0,0.0,0.0,0.0,0.0
debate,67.0,1391.0,2095.0,2601.0,10818.0,3821.0,26.0
snail,67.0,67.0,0.0,0.0,0.0,0.0,0.0
fastening,67.0,0.0,0.0,0.0,0.0,0.0,0.0
duet,67.0,0.0,164.0,0.0,0.0,0.0,21.0
crater,67.0,182.0,140.0,0.0,2129.0,96.0,19.0
maniac,113.0,0.0,89.0,0.0,2630.0,0.0,162.0
russification,67.0,0.0,131.0,113.0,0.0,155.0,0.0
fairs,67.0,0.0,0.0,0.0,0.0,0.0,0.0
sec,67.0,134.0,69.0,116.0,7862.0,0.0,36.0
communicator,67.0,131.0,53.0,0.0,0.0,0.0,0.0
rockets,187.0,0.0,0.0,0.0,0.0,0.0,71.0
small,156.0,0.0,249.0,172.0,0.0,0.0,40.0
pan,67.0,0.0,137.0,0.0,1475.0,141.0,340.0
electronics,67.0,0.0,0.0,104.0,766.0,0.0,53.0
groupmate,67.0,0.0,0.0,0.0,0.0,0.0,0.0
"""lukyanivka""",67.0,0.0,0.0,0.0,0.0,0.0,0.0
mobs,126.0,0.0,0.0,0.0,0.0,0.0,118.0
anguish,67.0,0.0,125.0,0.0,0.0,221.0,0.0
jay,67.0,0.0,0.0,0.0,2056.0,0.0,21.0
photo report,114.0,0.0,0.0,0.0,0.0,0.0,278.0
scarf,67.0,0.0,0.0,0.0,0.0,50.0,18.0
dermatologist,67.0,0.0,0.0,0.0,0.0,0.0,0.0
being late,67.0,0.0,0.0,0.0,0.0,0.0,0.0
component,67.0,385.0,472.0,465.0,4566.0,323.0,54.0
down jacket,67.0,0.0,0.0,0.0,0.0,0.0,0.0
arabia,67.0,928.0,627.0,0.0,10948.0,1190.0,170.0
a cot,67.0,0.0,0.0,0.0,0.0,0.0,0.0
minimal,67.0,0.0,0.0,0.0,0.0,0.0,0.0
coconut,67.0,78.0,0.0,0.0,0.0,133.0,0.0
handset,67.0,0.0,0.0,0.0,0.0,0.0,0.0
whale,67.0,73.0,0.0,0.0,1931.0,0.0,55.0
plough,67.0,0.0,0.0,0.0,0.0,0.0,0.0
teddy bear,67.0,0.0,0.0,0.0,0.0,0.0,0.0
liverpool,67.0,399.0,131.0,147.0,8253.0,154.0,38.0
trouble,173.0,0.0,694.0,313.0,11580.0,387.0,223.0
wedding ring,67.0,0.0,812.0,0.0,0.0,0.0,0.0
"""kupyanska""",67.0,0.0,0.0,0.0,0.0,0.0,0.0
bypass,67.0,0.0,0.0,0.0,733.0,98.0,125.0
ornament,67.0,0.0,0.0,0.0,0.0,0.0,0.0
notebook,67.0,0.0,0.0,157.0,1099.0,138.0,0.0
mother of god,67.0,0.0,0.0,0.0,0.0,0.0,27.0
roar,146.0,0.0,0.0,0.0,0.0,0.0,28.0
ballet,66.0,326.0,184.0,0.0,1917.0,196.0,66.0
wise man,66.0,0.0,0.0,0.0,0.0,0.0,0.0
exposition,66.0,0.0,0.0,0.0,0.0,0.0,35.0
rod,66.0,0.0,0.0,122.0,959.0,327.0,0.0
cannibal,66.0,0.0,0.0,0.0,0.0,0.0,77.0
crumb,66.0,0.0,292.0,0.0,0.0,146.0,0.0
russia is a terrorist country,129.0,0.0,0.0,0.0,0.0,0.0,0.0
tel,66.0,123.0,0.0,0.0,1814.0,0.0,102.0
good morning,66.0,474.0,982.0,0.0,0.0,771.0,35.0
ldnr,66.0,0.0,0.0,0.0,0.0,0.0,237.0
combat,66.0,10022.0,3532.0,1031.0,37023.0,148.0,0.0
narcissus,66.0,0.0,0.0,0.0,0.0,0.0,26.0
veto,66.0,623.0,937.0,647.0,5052.0,579.0,82.0
likes,66.0,52.0,0.0,0.0,0.0,0.0,0.0
ignore,66.0,0.0,0.0,0.0,0.0,0.0,0.0
exclusive,66.0,163.0,287.0,0.0,0.0,311.0,30.0
fig,127.0,0.0,92.0,0.0,0.0,0.0,31.0
nude,66.0,0.0,0.0,0.0,0.0,4079.0,0.0
vpk,66.0,0.0,0.0,0.0,0.0,0.0,0.0
mitten,66.0,0.0,0.0,0.0,0.0,0.0,0.0
iodine,66.0,92.0,128.0,0.0,0.0,241.0,26.0
oriental,66.0,0.0,0.0,0.0,0.0,0.0,0.0
advent,66.0,0.0,104.0,119.0,0.0,71.0,34.0
chieftain,66.0,0.0,0.0,0.0,0.0,0.0,0.0
alcoholism,66.0,0.0,0.0,0.0,0.0,58.0,35.0
kiev,173.0,304.0,55952.0,1780.0,103615.0,92.0,131.0
waking up,66.0,0.0,0.0,0.0,0.0,0.0,0.0
unsubscribe,66.0,0.0,0.0,0.0,0.0,0.0,0.0
mexico,66.0,15828.0,215.0,584.0,22233.0,332.0,85.0
microwave oven,66.0,0.0,0.0,0.0,0.0,0.0,0.0
pump,66.0,0.0,143.0,0.0,3901.0,598.0,0.0
stalemate,66.0,0.0,0.0,0.0,1597.0,0.0,0.0
casting,115.0,0.0,0.0,0.0,0.0,72.0,0.0
fart,66.0,229.0,224.0,106.0,1218.0,71.0,0.0
zucchini,66.0,0.0,0.0,0.0,0.0,0.0,19.0
a protester,66.0,0.0,0.0,0.0,0.0,0.0,0.0
berislav,66.0,0.0,0.0,0.0,0.0,107.0,71.0
dollars,98.0,5787.0,0.0,0.0,0.0,0.0,0.0
trinket,66.0,0.0,0.0,0.0,0.0,0.0,0.0
maneuver,66.0,1224.0,1078.0,709.0,1816.0,1329.0,94.0
wiki,66.0,0.0,0.0,0.0,0.0,0.0,0.0
dickpic,66.0,0.0,0.0,0.0,0.0,0.0,0.0
cold kvass soup,66.0,0.0,0.0,0.0,0.0,0.0,0.0
language matters,66.0,0.0,0.0,0.0,0.0,0.0,0.0
egor,66.0,0.0,0.0,0.0,0.0,0.0,82.0
puppy,65.0,380.0,0.0,0.0,2566.0,0.0,53.0
pine,65.0,0.0,0.0,0.0,0.0,0.0,0.0
oak,65.0,0.0,0.0,0.0,0.0,0.0,25.0
chanterelle,65.0,0.0,0.0,0.0,0.0,0.0,0.0
f,65.0,64.0,755.0,741.0,13528.0,261.0,26.0
mantra,65.0,77.0,187.0,121.0,0.0,0.0,23.0
discredit,65.0,0.0,0.0,0.0,0.0,0.0,122.0
kovalenko,65.0,0.0,0.0,0.0,0.0,0.0,19.0
judo,65.0,72.0,154.0,0.0,746.0,70.0,0.0
attraction,156.0,110.0,56.0,138.0,1265.0,95.0,132.0
flooding,107.0,0.0,0.0,0.0,3383.0,0.0,87.0
flowerbed,65.0,0.0,0.0,0.0,0.0,0.0,0.0
sable,65.0,0.0,0.0,0.0,0.0,0.0,0.0
prophet,65.0,82.0,59.0,0.0,2456.0,125.0,100.0
thousand man,65.0,0.0,0.0,0.0,0.0,0.0,0.0
with a sledgehammer,65.0,0.0,0.0,0.0,0.0,0.0,0.0
sequence,65.0,108.0,107.0,152.0,854.0,477.0,0.0
booth,65.0,0.0,0.0,141.0,1259.0,0.0,77.0
editing,65.0,0.0,0.0,0.0,985.0,1497.0,0.0
tackle,65.0,60.0,0.0,0.0,0.0,86.0,0.0
a diaper,65.0,0.0,0.0,0.0,0.0,0.0,0.0
burning,65.0,193.0,0.0,0.0,1882.0,0.0,94.0
populism,65.0,170.0,336.0,542.0,749.0,209.0,0.0
the vagina,65.0,0.0,0.0,0.0,0.0,0.0,0.0
jean,65.0,147.0,219.0,95.0,2770.0,0.0,61.0
triangle,65.0,83.0,81.0,0.0,1098.0,87.0,26.0
chip,65.0,437.0,432.0,251.0,8298.0,237.0,446.0
clay,65.0,0.0,0.0,0.0,741.0,67.0,0.0
figurine,65.0,0.0,58.0,0.0,0.0,0.0,22.0
welfare,133.0,550.0,120.0,0.0,3347.0,0.0,0.0
lysenko,65.0,0.0,0.0,0.0,0.0,0.0,22.0
kmva,65.0,0.0,0.0,0.0,0.0,0.0,0.0
rise,65.0,1880.0,431.0,452.0,16365.0,2161.0,0.0
caviar,65.0,0.0,72.0,0.0,0.0,99.0,38.0
inverter,65.0,0.0,0.0,0.0,0.0,0.0,0.0
taboo,65.0,0.0,153.0,94.0,0.0,83.0,26.0
davos,65.0,372.0,606.0,296.0,3844.0,0.0,51.0
ff,65.0,0.0,0.0,0.0,1203.0,0.0,0.0
pokemon,65.0,123.0,0.0,135.0,2019.0,116.0,0.0
sleigh,123.0,0.0,0.0,0.0,0.0,0.0,0.0
cuteness,65.0,0.0,0.0,0.0,0.0,0.0,70.0
crematorium,65.0,130.0,153.0,0.0,1117.0,0.0,38.0
six,97.0,0.0,0.0,0.0,0.0,0.0,22.0
caffeine,65.0,0.0,0.0,0.0,0.0,0.0,0.0
drum,65.0,86.0,0.0,0.0,2253.0,52.0,43.0
georgy,65.0,0.0,0.0,0.0,0.0,0.0,0.0
tehran,65.0,120.0,244.0,347.0,5741.0,535.0,102.0
bad weather,64.0,0.0,213.0,0.0,0.0,0.0,50.0
handwriting,64.0,0.0,0.0,0.0,0.0,0.0,26.0
sergiivka,64.0,0.0,0.0,0.0,0.0,0.0,0.0
kw,64.0,0.0,0.0,0.0,0.0,0.0,0.0
the king,103.0,0.0,0.0,0.0,0.0,0.0,0.0
baptism,106.0,0.0,0.0,0.0,0.0,0.0,41.0
we are together,64.0,0.0,0.0,0.0,0.0,0.0,81.0
fireplace,120.0,0.0,0.0,0.0,0.0,0.0,18.0
hatchling,64.0,0.0,0.0,0.0,0.0,0.0,0.0
nancy,64.0,1359.0,473.0,627.0,8717.0,300.0,60.0
batsman,64.0,0.0,0.0,0.0,0.0,0.0,77.0
com,64.0,184.0,169.0,0.0,2321.0,848.0,22.0
saying,64.0,247.0,0.0,734.0,1553.0,808.0,0.0
panties,112.0,0.0,0.0,0.0,0.0,0.0,78.0
souvenir,64.0,0.0,0.0,0.0,0.0,0.0,51.0
stature,64.0,0.0,60.0,0.0,0.0,95.0,0.0
bryansk,64.0,0.0,192.0,368.0,1013.0,178.0,255.0
smm,64.0,0.0,0.0,0.0,1707.0,0.0,21.0
booster,64.0,637.0,0.0,0.0,2843.0,0.0,0.0
